Conference,Year,Title,Predominant Continent
ccgrid,2020,CLAWER: Context-aware Cloud-Fog based Workflow Management Framework for Health Emergency Services.,AS
ccgrid,2020,Improved Matrix-based Attribute Reduction Algorithm Based on Minimal Elements for Mobile Edge Computing.,AS
ccgrid,2020,Real-time Situation Awareness of Industrial Process based on Deep Learning at the Edge Server.,AS
ccgrid,2020,BDSP in the cloud: Scheduling and Load Balancing utlizing SDN and CEP.,OC
ccgrid,2020,A Locality Sensitive Hashing Based Approach for Federated Recommender System.,
ccgrid,2020,A Service Mesh-Based Load Balancing and Task Scheduling System for Deep Learning Applications.,
ccgrid,2020,Coflow Scheduling with Performance Guarantees for Data Center Applications.,EU
ccgrid,2020,VM Performance Maximization and PM Load Balancing Virtual Machine Placement in Cloud.,
ccgrid,2020,Exploring Erasure Coding Techniques for High Availability of Intermediate Data.,NA
ccgrid,2020,Sharing digital object across data infrastructures using Named Data Networking (NDN).,EU
ccgrid,2020,FLIP-FLexible IoT Path Programming Framework for Large-scale IoT.,AS
ccgrid,2020,Bitwise Reproducible task execution on unstructured mesh applications.,EU
ccgrid,2020,Exploring Mobility Behaviours of Moving Agents from Trajectory traces in Cloud-Fog-Edge Collaborative Framework.,AS
ccgrid,2020,Helibot - A Smart Distributed Energy Resources Platform for Futuristic Smart Grids.,OC
ccgrid,2020,Data Management in Erasure-Coded Distributed Storage Systems.,AF
ccgrid,2020,Automatic parallel implementations of adjoint codes for structured mesh applications.,EU
ccgrid,2021,Living on the Edge: Efficient Handling of Large Scale Sensor Data.,EU
ccgrid,2021,Learning Early Exit for Deep Neural Network Inference on Mobile Devices through Multi-Armed Bandits.,OC
ccgrid,2021,IoT Data Placement in the Fog infrastructure with mobile devices.,AF
ccgrid,2021,Competition-Based Adaptive Caching for Out-of-core Graph Processing.,AS
ccgrid,2021,Compression of Time Evolutionary Image Data through Predictive Deep Neural Networks.,AS
ccgrid,2021,Battle of the Defaults: Extracting Performance Characteristics of HDF5 under Production Load.,NA
ccgrid,2021,FlashByte: Improving Memory Efficiency with Lightweight Native Storage.,NA
ccgrid,2021,FSSort: External Sort For Solid State Drives.,AS
ccgrid,2021,DLIO: A Data-Centric Benchmark for Scientific Deep Learning Applications.,NA
ccgrid,2021,Mind the Gap: Generating Imputations for Satellite Data Collections at Myriad Spatiotemporal Scopes.,NA
ccgrid,2021,Co-Designing Multi-Level Checkpoint Restart for MPI Applications.,NA
ccgrid,2021,Adaptive and Hierarchical Large Message All-to-all Communication Algorithms for Large-scale Dense GPU Systems.,NA
ccgrid,2021,Shared-Memory Communication for Containerized Workflows.,NA
ccgrid,2021,TiAcc: Triangle-inequality based Hardware Accelerator for K-means on FPGAs.,NA
ccgrid,2021,RMACXX: An Efficient High-Level C++ Interface over MPI-3 RMA.,NA
ccgrid,2021,Quantum annealing for ICT system design automation.,AS
ccgrid,2021,DVQShare: An Analytics System for DNN-based Video Queries.,AS
ccgrid,2021,Perph: A Workload Co-location Agent with Online Performance Prediction and Resource Inference.,AS
ccgrid,2021,Machine Learning for Load Balancing in Cloud Datacenters.,NA
ccgrid,2021,A Simulator for Intelligent Workload Managers in Heterogeneous Clusters.,EU
ccgrid,2021,Data-driven scheduling in serverless computing to reduce response time.,
ccgrid,2021,Straggler-Aware Parallel Graph Processing in Hybrid Memory Systems.,AS
ccgrid,2021,CASH: A Credit Aware Scheduling for Public Cloud Platforms.,NA
ccgrid,2021,IMITA: Imitation Learning for Generalizing Cloud Orchestration.,EU
ccgrid,2021,Comparing SARS-CoV-2 Sequences using a Commercial Cloud with a Spot Instance Based Dynamic Scheduler.,SA
ccgrid,2021,Fuzzy-Engineered Multi-Cloud Resource Brokering for Data-intensive Applications.,NA
ccgrid,2021,User-Centric Design and Evolvable Architecture for Science Gateways: A Case Study.,NA
ccgrid,2021,Efficient MPI-based Communication for GPU-Accelerated Dask Applications.,NA
ccgrid,2021,Characterizing Input-sensitivity in Tightly-Coupled Collaborative Graph Algorithms.,NA
ccgrid,2021,Deep Reinforcement Learning for Collaborative Offloading in Heterogeneous Edge Networks.,OC
ccgrid,2021,Profile-guided Frequency Scaling for Latency-Critical Search Workloads.,SA
ccgrid,2021,MEAD: Model-Based Vertical Auto-Scaling for Data Stream Processing.,EU
ccgrid,2021,SelfWatts: On-the-fly Selection of Performance Events to Optimize Software-defined Power Meters.,EU
ccgrid,2021,PriPro: Towards Effective Privacy Protection on Edge-Cloud System running DNN Inference.,AS
ccgrid,2021,Efficient DLP-visor: An efficient hypervisor-based DLP.,AS
ccgrid,2021,ZSS Signature Based Data Integrity Verification for Mobile Edge Computing.,AS
ccgrid,2021,SAED: Edge-Based Intelligence for Privacy-Preserving Enterprise Search on the Cloud.,NA
ccgrid,2021,Experiences Building and Deploying Wireless Sensor Nodes for the Arctic Tundra.,EU
ccgrid,2021,VRefine: Refining Massive Surveillance Videos for Efficient Store and Fast Analyzing.,AS
ccgrid,2021,An Allreduce Algorithm and Network Co-design for Large-Scale Training of Distributed Deep Learning.,
ccgrid,2021,Improving adaptive routing performance on large scale Megafly topology.,NA
ccgrid,2021,T-Rank: A Lightweight Spectrum based Fault Localization Approach for Microservice Systems.,
ccgrid,2021,CaDRoP: Cost Optimized Convergent Causal Consistency in Social Network Systems.,NA
ccgrid,2021,Enhanced-XGB: An Online Service Resource Demand Forecasting Method for Colocation Data Centers.,AS
ccgrid,2021,Hybrid Workflow Provisioning and Scheduling on Cooperative Edge Cloud Computing.,OC
ccgrid,2021,OpenDC 2.0: Convenient Modeling and Simulation of Emerging Technologies in Cloud Datacenters.,EU
ccgrid,2021,Scheduling Containers Rather Than Functions for Function-as-a-Service.,
ccgrid,2021,Joint Network Selection and Task Offloading in Mobile Edge Computing.,
ccgrid,2021,Deadline-aware Dynamic Resource Management in Serverless Computing Environments.,OC
ccgrid,2021,EFFECT: Energy-efficient Fog Computing Framework for Real-time Video Processing.,
ccgrid,2021,Resilient Stream Processing in Edge Computing.,NA
ccgrid,2021,A Two-Sided Matching Model for Data Stream Processing in the Cloud - Fog Continuum.,EU
ccgrid,2021,TreeNet: A Hierarchical Deep Learning Model to Facilitate Edge Intelligence for Resource-Constrained Devices.,AS
ccgrid,2021,Automating Conflict Detection and Mitigation in Large-Scale IoT Systems.,NA
ccgrid,2021,Fused DSConv: Optimizing Sparse CNN Inference for Execution on Edge Devices.,NA
ccgrid,2021,AI-oriented Workload Allocation for Cloud-Edge Computing.,AS
ccgrid,2021,Edge (of the Earth) Replication: Optimizing Content Delivery in Large LEO Satellite Communication Networks.,EU
ccgrid,2021,A Holistic System Software Integration of Disaggregated Memory for Next-Generation Cloud Infrastructures.,EU
ccgrid,2021,WSGP: A Window-based Streaming Graph Partitioning Approach.,EU
ccgrid,2021,Forecasting Operation Metrics for Virtualized Network Functions.,EU
ccgrid,2021,LIMOCE: Live Migration of Containers in the Edge.,
ccgrid,2021,Edge4Emotion: An Edge Computing based Multi-source Emotion Recognition Platform for Human-Centric Software Engineering.,OC
ccgrid,2021,Towards Straggler-Tolerant and Accuracy-Aware Distributed DNN Training in Clouds.,AS
ccgrid,2021,AMAS: Adaptive Auto-Scaling on the Edge.,AS
ccgrid,2021,A Blockchain-aided Self-Sovereign Identity Framework for Edge-based UAV Delivery System.,OC
ccgrid,2021,IoTwins: Design and Implementation of a Platform for the Management of Digital Twins in Industrial Scenarios.,EU
ccgrid,2021,Towards a Cognitive Compute Continuum: An Architecture for Ad-Hoc Self-Managed Swarms.,EU
ccgrid,2021,OCE-DNS: an innovative Osmotic Computing Enabled Domain Name System.,EU
ccgrid,2021,ECO: Edge-Cloud Optimization of 5G applications.,NA
ccgrid,2021,Virtual Device Model extending NGSI-LD for FaaS at the Edge.,EU
ccgrid,2021,From Things into Clouds - and back.,EU
ccgrid,2021,IOTier: A Virtual Testbed to evaluate systems for IoT environments.,EU
ccgrid,2021,Distribution of Updates to IoT Nodes in a Resource-Challenged Environment.,EU
ccgrid,2021,VeerEdge: Towards an Edge-Centric IoT Gateway.,NA
ccgrid,2021,Security aspects in blockchain-based scheduling in mobile multi-cloud computing.,
ccgrid,2021,Benchmarking Serverless Workloads on Kubernetes.,EU
ccgrid,2021,Security-aware job allocation in mobile cloud computing.,EU
ccgrid,2021,Real-Time Scheduling in Drop Computing.,
ccgrid,2021,Autoencoder-based IDS for cloud and mobile devices.,EU
ccgrid,2021,Software Defined Ambit of Data Integrity for the Internet of Things.,NA
ccgrid,2021,Trusted Ecosystem for IoT Service Provisioning Based on Brokering.,EU
ccgrid,2021,Secure Asset Tracking in Manufacturing through Employing IOTA Distributed Ledger Technology.,
ccgrid,2021,Privacy-Aware and Context-Sensitive Access Control for Opportunistic Data Sharing.,EU
ccgrid,2021,LR-GD-RNS: Enhanced Privacy-Preserving Logistic Regression Algorithms for Secure Deployment in Untrusted Environments.,EU
ccgrid,2021,Smart Contract based Distributed IoT Security: A Protocol for Autonomous Device Management.,EU
ccgrid,2021,Algorithms for scheduling scientific workflows on serverless architecture.,
ccgrid,2021,High Performance Serverless Architecture for Deep Learning Workflows.,AS
ccgrid,2021,A Reinforcement Learning Approach to Reduce Serverless Function Cold Start Frequency.,OC
ccgrid,2021,AI-based Resource Allocation: Reinforcement Learning for Adaptive Auto-scaling in Serverless Environments.,EU
ccgrid,2021,QoS aware FaaS platform.,
ccgrid,2021,SNR: Network-aware Geo-Distributed Stream Analytics.,EU
ccgrid,2021,Partially Encrypted Multi-Party Computation for Federated Learning.,
ccgrid,2022,Accelerating Scientific Workflows on HPC Platforms with In Situ Processing.,NA
ccgrid,2022,Deverlay: Container Snapshots For Virtual Machines.,EU
ccgrid,2022,Accelerating Deep Learning Training Through Transparent Storage Tiering.,EU
ccgrid,2022,VeloxDFS: Streaming Access to Distributed Datasets to Reduce Disk Seeks.,AS
ccgrid,2022,Assembling Portable In-Situ Workflow from Heterogeneous Components using Data Reorganization.,NA
ccgrid,2022,SCANNS: Towards Scalable and Concurrent Data Indexing and Searching in High-End Computing System.,NA
ccgrid,2022,HDF5 Cache VOL: Efficient and Scalable Parallel I/O through Caching Data on Node-local Storage.,NA
ccgrid,2022,VCSR: Mutable CSR Graph Format Using Vertex-Centric Packed Memory Array.,NA
ccgrid,2022,Skyhook: Towards an Arrow-Native Storage System.,NA
ccgrid,2022,An SIMD-Accelerated Metadata Management Scheme for Persistent Memory File Systems.,AS
ccgrid,2022,Egeon: Software-Defined Data Protection for Object Storage.,EU
ccgrid,2022,Stimulus: Accelerate Data Management for Scientific AI applications in HPC.,NA
ccgrid,2022,Splice: An Automated Framework for Cost-and Performance-Aware Blending of Cloud Services.,NA
ccgrid,2022,Divide (CPU Load) and Conquer: Semi-Flexible Cloud Resource Allocation.,EU
ccgrid,2022,Pushing Serverless to the Edge with WebAssembly Runtimes.,EU
ccgrid,2022,Managing Access Control in Large-Scale Multi-party IoT Systems.,NA
ccgrid,2022,Edgelet Computing: Pushing Query Processing and Liability at the Extreme Edge of the Network.,EU
ccgrid,2022,Tiny Autoscalers for Tiny Workloads: Dynamic CPU Allocation for Serverless Functions.,EU
ccgrid,2022,KneeScale: Efficient Resource Scaling for Serverless Computing at the Edge.,NA
ccgrid,2022,Energy-Aware Resource Scheduling for Serverless Edge Computing.,OC
ccgrid,2022,A Distributed Vehicle-assisted Computation Offloading Scheme based on DRL in Vehicular Networks.,AS
ccgrid,2022,A Qualitative Evaluation of Service Mesh-based Traffic Management for Mobile Edge Cloud.,EU
ccgrid,2022,On Realizing Efficient Deep Learning Using Serverless Computing.,NA
ccgrid,2022,A Scalable Covert Communication Service For Coworkers.,AS
ccgrid,2022,Train Me to Fight: Machine-Learning Based On-Device Malware Detection for Mobile Devices.,OC
ccgrid,2022,SPRITE: A Scalable Privacy-Preserving and Verifiable Collaborative Learning for Industrial IoT.,AS
ccgrid,2022,ELSA: A Keyword-based Searchable Encryption for Cloud-edge assisted Industrial Internet of Things.,EU
ccgrid,2022,SGX-Bundler: speeding up enclave transitions for IO-intensive applications.,EU
ccgrid,2022,Protecting sensitive data in the cloud-to-edge continuum: The FogProtect approach.,EU
ccgrid,2022,Restricting the Number of Times That Data Can Be Accessed in Cloud Storage Using TrustZone.,AS
ccgrid,2022,MeDA: Using Blockchain for Patient-Controlled Medical Data Auditing in Institutions.,AS
ccgrid,2022,Adaptive Multi-Feature Fusion Visual Target Tracking Based on Siamese Neural Network with Cross-Attention Mechanism.,AS
ccgrid,2022,BFRT: Blockchained Federated Learning for Real-time Traffic Flow Prediction.,NA
ccgrid,2022,A Generalized Model for Crowd Violence Detection Focusing on Human Contour and Dynamic Features.,AS
ccgrid,2022,Towards Low-Overhead Resilience for Data Parallel Deep Learning.,NA
ccgrid,2022,Failure Identification from Unstable Log Data using Deep Learning.,EU
ccgrid,2022,SPA: An Efficient Adversarial Attack on Spiking Neural Networks using Spike Probabilistic.,AS
ccgrid,2022,Scanflow-K8s: Agent-based Framework for Autonomic Management and Supervision of ML Workflows in Kubernetes Clusters.,EU
ccgrid,2022,Parallelizing Graph Neural Networks via Matrix Compaction for Edge-Conditioned Networks.,NA
ccgrid,2022,SDST-Accelerating GEMM-based Convolution through Smart Data Stream Transformation.,AS
ccgrid,2022,Using Multi-Resolution Data to Accelerate Neural Network Training in Scientific Applications.,NA
ccgrid,2022,Accelerating Neural Network Training with Processing-in-Memory GPU.,AS
ccgrid,2022,Decentralized Allocation of Geo-distributed Edge Resources using Smart Contracts.,NA
ccgrid,2022,Optimized Resource Allocation on Virtualized Non-Uniform I/O Architectures.,EU
ccgrid,2022,Exploring the Impact of Virtualization on the Usability of Deep Learning Applications.,
ccgrid,2022,Alleviating Resource Requirements for Spatial Deep Learning Workloads.,NA
ccgrid,2022,Adaptive Routing in InfiniBand Hardware.,EU
ccgrid,2022,"Resilient Execution of Data-triggered Applications on Edge, Fog and Cloud Resources.",AS
ccgrid,2022,pSFC: Fine-grained Composition of Service Function Chains in the Programmable Data Plane.,AS
ccgrid,2022,CASY: A CPU Cache Allocation System for FaaS Platform.,EU
ccgrid,2022,Hummingbird: Leveraging Heterogeneous System Architecture for deploying dynamic NFV chains.,AS
ccgrid,2022,Automating CPU Dynamic Thermal Control for High Performance Computing.,NA
ccgrid,2022,Impact of loosely coupled data dissemination policies for resource challenged environments.,EU
ccgrid,2022,Efficient Collision-Free MTTKRP Algorithm for Multi-core CPUs with Less Memory Usage.,AS
ccgrid,2022,"Accelerating Spatial Autocorrelation Computation with Parallelization, Vectorization and Memory Access Optimization: With a focus on rapid recalculation of COVID related spatial statistics for faster geospatial analysis and response.",NA
ccgrid,2022,Scalable federated machine learning with FEDn.,EU
ccgrid,2022,A Federated Learning Framework for IoT: Application to Industry 4.0.,NA
ccgrid,2022,A Serverless Engine for High Energy Physics Distributed Analysis.,EU
ccgrid,2022,Time Series Data Management Optimized for Smart City Policy Decision.,EU
ccgrid,2022,RAPTOR: Ravenous Throughput Computing.,NA
ccgrid,2022,Exploring Spatial Indexing for Accelerated Feature Retrieval in HPC.,NA
ccgrid,2022,Coeus: Clustering (A)like Patterns for Practical Machine Intelligent Hybrid Memory Management.,EU
ccgrid,2022,Improving Server Re-Consolidation for Datacenters via Resource Exchange and Load Adjustment.,AS
ccgrid,2022,A Multi-Agent Deep Reinforcement Learning Approach for Computation Offloading in 5G Mobile Edge Computing.,AS
ccgrid,2022,Generic and Robust Performance Diagnosis via Causal Inference for OLTP Database Systems.,AS
ccgrid,2022,ELITE: Near-Optimal Heuristics for Coflow Scheduling.,EU
ccgrid,2022,First Experiences in Performance Benchmarking with the New SPEChpc 2021 Suites.,NA
ccgrid,2022,RAISE: Efficient GPU Resource Management via Hybrid Scheduling.,AS
ccgrid,2022,SchedTune: A Heterogeneity-Aware GPU Scheduler for Deep Learning.,NA
ccgrid,2022,QSketch: GPU-Aware Probabilistic Sketch Data Structures.,NA
ccgrid,2022,Toward an In-Depth Analysis of Multifidelity High Performance Computing Systems.,NA
ccgrid,2022,On Task Assignment and Scheduling for Distributed Job Execution.,AS
ccgrid,2022,One core dedicated to MPI nonblocking communication progression? A model to assess whether it is worth it.,EU
ccgrid,2022,Stragglers' Detection in Big Data Analytic Systems: The Impact of Heartbeat Arrival.,EU
ccgrid,2022,VARIoT - Vulnerability and Attack Repository for the Internet of Things.,EU
ccgrid,2022,An Open-Source Cloud Testbed for Security Experimentation.,EU
ccgrid,2022,Towards Distributed Coordination for Fog Platforms.,EU
ccgrid,2022,A cybersecurity framework to guarantee reliability and trust for digital service chains - GUARD.,EU
ccgrid,2022,An Efficient Approach to Move Elements in a Distributed Geo-Replicated Tree.,AS
ccgrid,2022,ERA: ECN-Ratio-Based Congestion Control in Datacenter Networks.,AS
ccgrid,2022,A Distributed Peer to Peer Identity and Access Management for the Osmotic Computing.,EU
ccgrid,2022,Neural Network Model Obfuscation through Adversarial Training.,EU
ccgrid,2022,Nodeguard: A Virtualized Introspection Security Approach for the Modern Cloud Data Center.,EU
ccgrid,2022,"Type, pad, and place: Avoiding data leaks in Cloud-IoT FaaS orchestrations.",EU
ccgrid,2022,Intrusion Detection using a Graphical Fingerprint Model.,NA
ccgrid,2022,Improving Cellular Automata for Distributed Ledgers.,EU
ccgrid,2022,Toward a high-performance clustering algorithm for securing edge computing environments.,EU
ccgrid,2022,Automating Edge-to-cloud Workflows for Science: Traversing the Edge-to-cloud Continuum with Pegasus.,NA
ccgrid,2022,"Enabling the CUDA Unified Memory model in Edge, Cloud and HPC offloaded GPU kernels.",EU
ccgrid,2022,OTE: Optimal Trustworthy EdgeAI solutions for smart cities.,EU
ccgrid,2022,Towards a Model-Based Serverless Platform for the Cloud-Edge-IoT Continuum.,EU
ccgrid,2022,Network-Aware Container Placement in Cloud-Edge Kubernetes Clusters.,EU
ccgrid,2022,A Supervised Learning Solver for Proactive Optimization of Cross-Cloud Applications.,EU
ccgrid,2022,Collaborative Edge Computing to Bring Microservices in Smart Rural Areas.,EU
ccgrid,2022,LatEst: Vertical elasticity for millisecond serverless execution.,EU
ccgrid,2022,AIBLOCK: Blockchain based Lightweight Framework for Serverless Computing using AI.,EU
ccgrid,2022,A Cloud-based Architecture using Micro-services for the IoT-based Applications.,AS
ccgrid,2022,Social Isolation Detection in Palliative Care using Social Network Analysis.,NA
ccgrid,2022,How to increase and balance current DBT datasets via an Evolutionary GAN: preliminary results.,EU
ccgrid,2022,Multimorbidity profiles and stochastic block modeling improve ICU patient clustering.,EU
ccgrid,2022,Shapley Value as an Aid to Biomedical Machine Learning: a Heart Disease Dataset Analysis.,EU
ccgrid,2022,Predicting Dengue Outbreaks with Explainable Machine Learning.,SA
ccgrid,2022,Let the data speak: analysing data from multiple health centers of the São Paulo metropolitan area for COVID-19 clinical deterioration prediction.,SA
ccgrid,2022,Anatomical Landmarks Annotation on 2D Lateral Cephalograms with Channel Attention.,AS
ccgrid,2022,Exploring AI-based Speaker Dependent Methods in Dysarthric Speech Recognition.,EU
ccgrid,2022,A Secure Workflow for Shared HPC Systems.,
ccgrid,2022,Portability for GPU-accelerated molecular docking applications for cloud and HPC: can portable compiler directives provide performance across all platforms?,NA
ccgrid,2022,On the building of self-adaptable systems to efficiently manage medical data.,NA
ccgrid,2022,Multi-bed stitching tool for 3D computed tomography accelerated by GPU devices.,EU
ccgrid,2022,Evaluating the spread of Omicron COVID-19 variant in Spain.,EU
ccgrid,2022,SparkFlow: Towards High-Performance Data Analytics for Spark-based Genome Analysis.,EU
ccgrid,2022,The EMPAIA Platform: Vendor-neutral integration of AI applications into digital pathology infrastructures.,EU
ccgrid,2022,Continuous authentication on mobile devices using behavioral biometrics.,EU
ccgrid,2022,Dynamic Service Placement Algorithm for Partitionable Applications in Mobile Edge Computing.,AS
ccgrid,2022,A Continuous Risk Assessment Methodology for Cloud Infrastructures.,EU
ccgrid,2022,Holistic Runtime Performance and Security-aware Monitoring in Public Cloud Environment.,EU
ccgrid,2023,An Optical Transceiver Reliability Study based on SFP Monitoring and OS-level Metric Data.,EU
ccgrid,2023,HyQ: Hybrid I/O Queue Architecture for NVMe over Fabrics to Enable High- Performance Hardware Offloading.,AS
ccgrid,2023,Rethinking Design Paradigm of Graph Processing System with a CXL-like Memory Semantic Fabric.,AS
ccgrid,2023,RoUD: Scalable RDMA over UD in Lossy Data Center Networks.,AS
ccgrid,2023,"Taming Metadata-intensive HPC Jobs Through Dynamic, Application-agnostic QoS Control.",EU
ccgrid,2023,hsSpMV: A Heterogeneous and SPM-aggregated SpMV for SW26010-Pro many-core processor.,AS
ccgrid,2023,A Case Study of Data Management Challenges Presented in Large-Scale Machine Learning Workflows.,NA
ccgrid,2023,An Asynchronous Dataflow-Driven Execution Model For Distributed Accelerator Computing.,EU
ccgrid,2023,An Empirical Study of Container Image Configurations and Their Impact on Start Times.,EU
ccgrid,2023,An experimental comparison of software-based power meters: focus on CPU and GPU.,EU
ccgrid,2023,CUDAsap: Statically-Determined Execution Statistics as Alternative to Execution-Based Profiling.,EU
ccgrid,2023,Implementing and Optimizing a GPU-aware MPI Library for Intel GPUs: Early Experiences.,NA
ccgrid,2023,EMPI: Enhanced Message Passing Interface in Modern C++.,EU
ccgrid,2023,HeROfake: Heterogeneous Resources Orchestration in a Serverless Cloud - An Application to Deepfake Detection.,EU
ccgrid,2023,How Workflow Engines Should Talk to Resource Managers: A Proposal for a Common Workflow Scheduling Interface.,EU
ccgrid,2023,KalpaVriksh: Efficient and Cost-effective GUI Application Hosting using Singleton Snapshots.,AS
ccgrid,2023,Layercake: Efficient Inference Serving with Cloud and Mobile Resources.,NA
ccgrid,2023,Optimal sizing of a globally distributed low carbon cloud federation.,EU
ccgrid,2023,Predicting the Performance-Cost Trade-off of Applications Across Multiple Systems.,AS
ccgrid,2023,Runway: In-transit Data Compression on Heterogeneous HPC Systems.,NA
ccgrid,2023,A Deep Learning Pipeline Parallel Optimization Method.,AS
ccgrid,2023,CADIS: Handling Cluster-skewed Non-IID Data in Federated Learning with Clustered Aggregation and Knowledge DIStilled Regularization.,AS
ccgrid,2023,Chronica: A Data-Imbalance-Aware Scheduler for Distributed Deep Learning.,AS
ccgrid,2023,Control Channel Isolation in SDN Virtualization: A Machine Learning Approach.,AS
ccgrid,2023,COUNSEL: Cloud Resource Configuration Management using Deep Reinforcement Learning.,AS
ccgrid,2023,FreeTrain: A Framework to Utilize Unused Supercomputer Nodes for Training Neural Networks.,NA
ccgrid,2023,HDFL: A Heterogeneity and Client Dropout-Aware Federated Learning Framework.,NA
ccgrid,2023,Heterogeneous Federated Learning using Dynamic Model Pruning and Adaptive Gradient.,NA
ccgrid,2023,Implementing Reinforcement Learning Datacenter Congestion Control in NVIDIA NICs.,EU
ccgrid,2023,Measuring the Impact of Gradient Accumulation on Cloud-based Distributed Training.,AS
ccgrid,2023,Optimizing Decentralized Learning with Local Heterogeneity using Topology Morphing and Clustering.,NA
ccgrid,2023,Overcoming Noisy Labels in Federated Learning Through Local Self-Guiding.,AS
ccgrid,2023,PFSL: Personalized & Fair Split Learning with Data & Label Privacy for thin clients.,AS
ccgrid,2023,ScaMP: Scalable Meta-Parallelism for Deep Learning Search.,NA
ccgrid,2023,Scavenger: A Cloud Service For Optimizing Cost and Performance of ML Training.,NA
ccgrid,2023,AggFirstJoin: Optimizing Geo-Distributed Joins using Aggregation-Based Transformations.,NA
ccgrid,2023,Bottleneck identification and failure prevention with procedural learning in 5G RAN.,EU
ccgrid,2023,CacheIn: A Secure Distributed Multi-layer Mobility-Assisted Edge Intelligence based Caching for Internet of Vehicles.,AS
ccgrid,2023,PrivFlow: Secure and Privacy Preserving Serverless Workflows on Cloud.,AS
ccgrid,2023,Soft Reliability Aware Scheduling of Real-time Applications on Cloud with MTTF constraints.,AS
ccgrid,2023,The SPEC-RG Reference Architecture for The Compute Continuum.,EU
ccgrid,2023,Towards a Multi-objective Scheduling Policy for Serverless-based Edge-Cloud Continuum.,EU
ccgrid,2023,XFaaS: Cross-platform Orchestration of FaaS Workflows on Hybrid Clouds.,AS
ccgrid,2023,A Cloud-Fog Architecture for Video Analytics on Large Scale Camera Networks Using Semantic Scene Analysis.,AS
ccgrid,2023,Accelerating Hybrid DFT Simulations Using Performance Modeling on Supercomputers.,AS
ccgrid,2023,Balancing Computation and Communication in Distributed Sparse Matrix-Vector Multiplication.,AS
ccgrid,2023,Blockchain Proportional Governance Reconfiguration: Mitigating a Governance Oligarchy.,OC
ccgrid,2023,Congestion Minimization using Fog-deployed DRL-Agent Feedback enabled Traffic Light Cooperative Framework.,AS
ccgrid,2023,CrossLedger: A Pioneer Cross-chain Asset Transfer Protocol.,AS
ccgrid,2023,Efficient PRAM and Practical GPU Algorithms for Large Polygon Clipping with Degenerate Cases.,NA
ccgrid,2023,"Enabling Fast, Effective Visualization of Voluminous Gridded Spatial Datasets.",NA
ccgrid,2023,Mixed Precision Based Parallel Optimization of Tensor Mathematical Operations on a New-generation Sunway Processor.,AS
ccgrid,2023,Scheduling DNN Inferencing on Edge and Cloud for Personalized UAV Fleets.,AS
ccgrid,2023,Serverless Approach to Sensitivity Analysis of Computational Models.,EU
ccgrid,2023,Speaker recognition system of flexible throat microphone using contrastive learning.,AS
ccgrid,2023,Towards Improving Reverse Time Migration Performance by High-speed Lossy Compression.,NA
ccgrid,2023,Use of Cost Surface Analysis and Stream Order Analysis for Computing Shortest Paths.,AS
ccgrid,2023,WiDual: User Identified Gesture Recognition Using Commercial WiFi.,AS
ccgrid,2023,CCGRID 2023: A Holistic Approach to Inclusion and Belonging.,AS
europar,2012,Selfish Distributed Optimization.,EU
europar,2012,Tulipse: A Visualization Framework for User-Guided Parallelization.,AS
europar,2012,Enabling Cloud Interoperability with COMPSs.,EU
europar,2012,Pattern-Independent Detection of Manual Collectives in MPI Programs.,EU
europar,2012,A Type-Based Approach to Separating Protocol from Application Logic - A Case Study in Hybrid Computer Programming.,NA
europar,2012,Energy Consumption Modeling for Hybrid Computing.,AS
europar,2012,HPC File Systems in Wide Area Networks: Understanding the Performance of Lustre over WAN.,EU
europar,2012,Understanding I/O Performance Using I/O Skeletal Applications.,NA
europar,2012,ASK: Adaptive Sampling Kit for Performance Characterization.,EU
europar,2012,CRAW/P: A Workload Partition Method for the Efficient Parallel Simulation of Manycores.,EU
europar,2012,Job Scheduling Using Successive Linear Programming Approximations of a Sparse Model.,EU
europar,2012,Speed Scaling on Parallel Processors with Migration.,EU
europar,2012,Dynamic Distributed Scheduling Algorithm for State Space Search.,AS
europar,2012,Using Load Information in Work-Stealing on Distributed Systems with Non-uniform Communication Latencies.,EU
europar,2012,Energy Efficient Frequency Scaling and Scheduling for Malleable Tasks.,EU
europar,2012,Scheduling MapReduce Jobs in HPC Clusters.,SA
europar,2012,A Job Scheduling Approach for Multi-core Clusters Based on Virtual Malleability.,EU
europar,2012,Dynamic Last-Level Cache Allocation to Reduce Area and Power Overhead in Directory Coherence Protocols.,EU
europar,2012,A Practical Approach to DOACROSS Parallelization.,NA
europar,2012,Exploiting Semantics of Virtual Memory to Improve the Efficiency of the On-Chip Memory System.,NA
europar,2012,From Serial Loops to Parallel Execution on Distributed Systems.,NA
europar,2012,DS-Means: Distributed Data Stream Clustering.,EU
europar,2012,3D Inverted Index with Cache Sharing for Web Search Engines.,SA
europar,2012,Quality-of-Service for Consistency of Data Geo-replication in Cloud Computing.,EU
europar,2012,A Fault-Tolerant Cache Service for Web Search Engines: RADIC Evaluation.,SA
europar,2012,Scalable Reed-Solomon-Based Reliable Local Storage for HPC Applications on IaaS Clouds.,AS
europar,2012,Caching VM Instances for Fast VM Provisioning: A Comparative Evaluation.,AS
europar,2012,Improving Scheduling Performance Using a Q-Learning-Based Leasing Policy for Clouds.,EU
europar,2012,Impact of Variable Priced Cloud Resources on Scientific Workflow Scheduling.,EU
europar,2012,ID-Replication for Structured Peer-to-Peer Systems.,EU
